"Group_ID","Category","Question","Reponse Attendue","Context Info"
"38","Sécurité routière","A quelle fréquence est-il préconisé de vérifier la pression des pneus ?","Chaque mois, pour une utilisation normale de son véhicule, et avant chaque long trajet","Pneus : À vérifier une fois par mois à froid. Un pneu sous-gonflé chauffe et peut exploser."
"38","Premiers secours","Comment et pourquoi protéger une zone de danger en cas d’accident de la route ?","En délimitant clairement et largement la zone de danger de façon visible pour protéger les victimes et éviter un sur-accident","PAS : Protéger est la 1ère étape. Balisez la zone (gilet, triangle) pour éviter un sur-accident."
"39","Vérification intérieure","Montrez le voyant signalant l'absence de bouclage de la ceinture de sécurité du conducteur","","Sécurité passive : La ceinture doit être plaquée et non vrillée. Elle évite l'éjection en cas de choc."
"39","Sécurité routière","En règle générale, à partir de quel âge un enfant peut-il être installé sur le siège passager avant du véhicule ?","10 ans","Enfants : Jusqu'à 10 ans, l'installation à l'arrière est obligatoire (sauf exceptions). La sécurité enfant bloque l'ouverture intérieure."
"39","Premiers secours","Comment est composé le signal d’alerte du Système d’Alerte et d’Information des Populations (SAIP) diffusé par les sirènes ?","Il se compose de deux codes distincts : - Le Signal National d’Alerte (SNA), variation du signal sur trois cycles successifs. - Le signal de fin d’alerte, signal continu","Alerte : Le SAIP avertit d'un danger grave (sirène montante/descendante). Mettez-vous à l'abri et écoutez la radio."
"40","Vérification extérieure","Vérifiez le fonctionnement de l'éclairage de la plaque d'immatriculation à l'arrière","Toute anomalie doit être signalée","Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres."
"40","Sécurité routière","Un défaut d'éclairage de la plaque lors du contrôle technique entraîne-t-il une contre-visite ?","Oui","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"40","Premiers secours","Quelles sont les trois informations à transmettre aux services de secours ?","Le numéro de téléphone à partir duquel l’appel est émis, la nature et la localisation la plus précise du problème","Urgences : 15 (SAMU), 18 (Pompiers), 112 (Europe). Soyez précis sur le lieu et l'état des victimes."
"41","Vérification intérieure","Vérifiez la présence de l'attestation d'assurance du véhicule et de sa vignette sur le pare-brise","","Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres."
"41","Sécurité routière","Quels sont les deux autres documents obligatoires à présenter en cas de contrôle par les forces de l'ordre ?","Le certificat d'immatriculation et le permis de conduire. Le terme « carte grise » est accepté","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"41","Premiers secours","Qu’est ce qu’une hémorragie ?","C’est une perte de sang prolongée qui ne s’arrête pas. Elle imbibe de sang un mouchoir en quelques secondes","Hémorragie : Appuyez fort sur la plaie avec un tissu propre. Le but est d'arrêter la fuite de sang."
"42","Vérification extérieure","Indiquez où se situe la sécurité enfant sur l'une des portières à l’arrière du véhicule","","Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres."
"42","Sécurité routière","Si la sécurité enfant est enclenchée, est-il possible d'ouvrir la portière arrière depuis l'extérieur ?","Oui","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"42","Premiers secours","Quels sont les risques pour une personne victime d’une hémorragie ?","Entraîner pour la victime une détresse circulatoire ou un arrêt cardiaque","Hémorragie : Appuyez fort sur la plaie avec un tissu propre. Le but est d'arrêter la fuite de sang."
"43","Vérification intérieure","Allumez le(s) feu(x) de brouillard arrière(s) et montrez le voyant correspondant","","Tableau de bord : Rouge = Danger/Arrêt. Orange = Anomalie/Attention. Vert/Bleu = Fonctionnement."
"43","Sécurité routière","Pouvez-vous les utiliser par forte pluie ?","Non","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"43","Premiers secours","Quels sont les signes d’un arrêt cardiaque ?","La victime ne répond pas, ne réagit pas et ne respire pas ou présente une respiration anormale","Arrêt Cardiaque : Chaque minute compte. Massez le thorax et utilisez un DAE si disponible."
"44","Vérification extérieure","Avec l'assistance de l'accompagnateur, contrôlez l'état, la propreté et le fonctionnement du ou des feux de recul","Vérification des feux, propres, en bon état et qui fonctionnent (toute anomalie doit être signalée)","Éclairage : Vérifiez régulièrement la propreté et le fonctionnement. Un feu grillé = mauvaise perception par les autres."
"44","Sécurité routière","Quelles sont leurs deux utilités ?","- Éclairer la zone de recul la nuit. - Avertir les autres usagers de la manœuvre","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"44","Premiers secours","Qu’est ce qu’un défibrillateur automatisé externe (DAE) ?","C’est un appareil qui peut permettre de rétablir une activité cardiaque normale à une victime en arrêt cardiaque","Arrêt Cardiaque : Chaque minute compte. Massez le thorax et utilisez un DAE si disponible."
"45","Vérification intérieure","Montrez comment régler la hauteur de l'appui-tête du siège conducteur","","Appui-tête : Réglé au sommet de la tête, il évite le coup du lapin lors d'un choc arrière."
"45","Sécurité routière","Quelle est son utilité ?","Permet de retenir le mouvement de la tête en cas de choc et de limiter les blessures","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"45","Premiers secours","Par quels moyens doit être réalisée l’alerte des secours ?","L’alerte doit être donnée à l’aide d’un téléphone portable ou, à défaut, d’un téléphone fixe, ou d’une borne d’appel d’urgence","Alerte : Le SAIP avertit d'un danger grave (sirène montante/descendante). Mettez-vous à l'abri et écoutez la radio."
"46","Vérification extérieure","Avec l'assistance de l'accompagnateur, contrôlez l'état, la propreté et le fonctionnement des feux de stop","Vérification des feux, propres, en bon état et fonctionnent (toute anomalie doit être signalée)","Éclairage : Vérifiez régulièrement la propreté et le fonctionnement. Un feu grillé = mauvaise perception par les autres."
"46","Sécurité routière","Quelle est la conséquence en cas de panne des feux de stop ?","Un manque d'information pour les usagers suiveurs et un risque de collision","Visibilité : Ne pas régler ses feux éblouit les autres usagers et peut provoquer un accident frontal."
"46","Premiers secours","Lors d’un appel avec les services de secours, pourquoi devez-vous attendre que votre correspondant vous autorise à raccrocher ?","Car il peut nous conseiller ou nous guider dans la réalisation des gestes à faire, ou ne pas faire, jusqu’à l’arrivée des secours","Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
"47","Vérification intérieure","De quelle couleur est le voyant qui indique au conducteur que le feu de brouillard arrière est allumé ?","","Tableau de bord : Rouge = Danger/Arrêt. Orange = Anomalie/Attention. Vert/Bleu = Fonctionnement."
"47","Sécurité routière","Quelle est la différence entre un voyant orange et un voyant rouge ?","- Rouge : Une anomalie de fonctionnement ou un danger. - Orange : un élément important","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"47","Premiers secours","Qu’est ce qu’un arrêt cardiaque ?","Le cœur ne fonctionne plus ou fonctionne d’une façon anarchique","Arrêt Cardiaque : Chaque minute compte. Massez le thorax et utilisez un DAE si disponible."
"48","Vérification extérieure","Ouvrez et refermez le capot, puis vérifiez sa bonne fermeture","","Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres."
"48","Sécurité routière","En roulant, quel est le risque d'une mauvaise fermeture du capot ?","Un risque d'ouverture du capot pouvant entraîner un accident","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"48","Premiers secours","Quel est le risque principal d’un arrêt cardiaque sans intervention des secours ?","La mort de la victime qui survient en quelques minutes","Arrêt Cardiaque : Chaque minute compte. Massez le thorax et utilisez un DAE si disponible."
"49","Vérification intérieure","Montrez la commande de recyclage de l'air","","Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres."
"49","Sécurité routière","Quel peut être le risque de maintenir le recyclage de l’air de manière prolongée ?","Un risque de mauvaise visibilité par l’apparition de buée sur les surfaces vitrées","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"49","Premiers secours","Quels sont les risques pour une personne en perte de connaissance qui est allongée sur le dos ?","L’arrêt respiratoire et l’arrêt cardiaque","Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
"50","Vérification extérieure","Montrez l'orifice de remplissage du produit lave-glace","Si le candidat a des difficultés pour ouvrir le capot, l'accompagnateur peut lui indiquer comment procéder","Visibilité : En hiver, utilisez un liquide antigel. Sans visibilité, vous êtes un danger pour vous et les autres."
"50","Sécurité routière","Quel est le principal risque d'une absence de liquide lave-glace ?","Une mauvaise visibilité","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"50","Premiers secours","Pourquoi faut-il pratiquer immédiatement une réanimation cardio-pulmonaire sur une victime en arrêt cardiaque ?","Car les lésions du cerveau surviennent dès les premières minutes","Arrêt Cardiaque : Chaque minute compte. Massez le thorax et utilisez un DAE si disponible."
"51","Vérification intérieure","Allumez les feux de route et montrez le voyant correspondant","","Éclairage : Vérifiez régulièrement la propreté et le fonctionnement. Un feu grillé = mauvaise perception par les autres."
"51","Sécurité routière","Quel est le risque de maintenir les feux de route lors d'un croisement avec d'autres usagers ?","Un risque d'éblouissement des autres usagers","Visibilité : Ne pas régler ses feux éblouit les autres usagers et peut provoquer un accident frontal."
"51","Premiers secours","Quel est l’objectif du Signal d’Alerte et d’Information des Populations (SAIP) ?","Avertir la population d’un danger imminent ou qu’un événement grave est en train de se produire","Alerte : Le SAIP avertit d'un danger grave (sirène montante/descendante). Mettez-vous à l'abri et écoutez la radio."
"52","Vérification extérieure","Vérifiez l'état, la propreté et le fonctionnement des feux diurnes","Vérification des feux, propres, en bon état et qui fonctionnent (toute anomalie doit être signalée)","Éclairage : Vérifiez régulièrement la propreté et le fonctionnement. Un feu grillé = mauvaise perception par les autres."
"52","Sécurité routière","Quelle est leur utilité ?","Rendre le véhicule plus visible le jour","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"52","Premiers secours","A quel moment pouvez-vous mettre fin à un appel avec les secours ?","Uniquement lorsque notre correspondant nous invite à le faire","Urgences : 15 (SAMU), 18 (Pompiers), 112 (Europe). Soyez précis sur le lieu et l'état des victimes."
"53","Vérification intérieure","Vérifiez la présence du constat amiable dans le véhicule","","Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres."
"53","Sécurité routière","En cas d'accident, dans quel délai doit-il être transmis à l'assureur ?","5 jours","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"53","Premiers secours","Quel est le risque principal d’un arrêt cardiaque sans intervention des secours ?","La mort de la victime qui survient en quelques minutes","Arrêt Cardiaque : Chaque minute compte. Massez le thorax et utilisez un DAE si disponible."
"54","Vérification extérieure","Vérifiez la présence du triangle de pré-signalisation","","Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres."
"54","Sécurité routière","Utilise-t-on le triangle de pré-signalisation sur autoroute ?","Non","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"54","Premiers secours","Quel comportement doit-on adopter en présence d’une victime en arrêt cardiaque ?","- ALERTER: alerter immédiatement les secours. - MASSER: pratiquer une réanimation cardio-pulmonaire. - DEFIBRILLER: utiliser un défibrillateur automatique (DAE) si possible","Arrêt Cardiaque : Chaque minute compte. Massez le thorax et utilisez un DAE si disponible."
"55","Vérification intérieure","De quelle couleur est le voyant qui indique une défaillance du système de freinage","","Tableau de bord : Rouge = Danger/Arrêt. Orange = Anomalie/Attention. Vert/Bleu = Fonctionnement."
"55","Sécurité routière","Quel est le risque de circuler avec un frein de parking mal desserré ?","Une dégradation du système de freinage","Freinage : Un frein à main mal desserré fait chauffer le système et réduit l'efficacité du freinage de secours."
"55","Premiers secours","Comment arrêter une hémorragie ?","En appuyant fortement sur l’endroit qui saigne avec les doigts ou avec la paume de la main en mettant un tissu propre sur la plaie","Hémorragie : Appuyez fort sur la plaie avec un tissu propre. Le but est d'arrêter la fuite de sang."
"56","Vérification extérieure","Montrez où s'effectue le changement d'une ampoule à l'avant du véhicule","Si le candidat a des difficultés pour ouvrir le capot, l'accompagnateur peut lui indiquer comment procéder","Éclairage : Vérifiez régulièrement la propreté et le fonctionnement. Un feu grillé = mauvaise perception par les autres."
"56","Sécurité routière","Quelles sont les conséquences en cas de panne d'un feu de croisement ?","Une mauvaise visibilité et le risque d'être confondu avec un deux roues","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"56","Premiers secours","Citez les trois manières d’évaluer l’état de conscience d’une victime ?","- Lui poser des questions simples (""comment ça va ?"", ""vous m'entendez ?""). - Lui secouer doucement les épaules. - Lui prendre la main en lui demandant d'exécuter un geste simple (""serrez-moi la main"")","Inconscience : Si la victime respire, mettez-la en PLS (Position Latérale de Sécurité) pour libérer les voies respiratoires."
"57","Vérification intérieure","Si le véhicule en est équipé, montrez la commande du limiteur de vitesse","","Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres."
"57","Sécurité routière","Quelle est l'utilité d'un limiteur de vitesse ?","Ne pas dépasser la vitesse programmée par le conducteur","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"57","Premiers secours","Quels sont les numéros d’urgence à appeler ?","- Le 18, numéro d'appel des sapeurs-pompiers. - Le 15, numéro d'appel des SAMU. – Le 112, numéro de téléphone réservé aux appels d’urgence et valide dans l’ensemble de l’Union Européenne","Urgences : 15 (SAMU), 18 (Pompiers), 112 (Europe). Soyez précis sur le lieu et l'état des victimes."
"58","Vérification extérieure","Montrez où s'effectue le changement d'une ampoule à l'arrière du véhicule","","Éclairage : Vérifiez régulièrement la propreté et le fonctionnement. Un feu grillé = mauvaise perception par les autres."
"58","Sécurité routière","Quelles sont les conséquences en cas de panne d'un feu de position arrière ?","Être mal vu et un risque de collision","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"58","Premiers secours","Comment est diffusée l’alerte émise par le Signal d’Alerte et d’Information aux Populations (SAIP) ?","Grâce aux sirènes, aux médias tels que Radio France et France Télévision ou encore grâce à l’application SAIP","Alerte : Le SAIP avertit d'un danger grave (sirène montante/descendante). Mettez-vous à l'abri et écoutez la radio."
"59","Vérification intérieure","Faites fonctionner l’essuie-glace arrière du véhicule","","Essuie-glaces : Remplacez-les dès qu'ils laissent des traces. Le balayage doit être silencieux et efficace."
"59","Sécurité routière","Pour une bonne visibilité vers l’arrière, en plus de l’utilisation de l’essuie-glace, quelle commande pouvez-vous actionner par temps de pluie ?","La commande de désembuage arrière. Le terme dégivrage peut remplacer celui de désembuage","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"59","Premiers secours","Quels comportements adopter en présence d’une victime qui ne répond pas et ne réagit pas, mais respire ?","- La placer en position stable sur le côté ou position latérale de sécurité. - Alerter les secours. - Surveiller la respiration de la victime jusqu'à l'arrivée des secours","Inconscience : Si la victime respire, mettez-la en PLS (Position Latérale de Sécurité) pour libérer les voies respiratoires."
"60","Vérification extérieure","Ouvrez et refermez le coffre, puis vérifiez sa bonne fermeture","","Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres."
"60","Sécurité routière","Lorsque vous transportez un poids important dans le coffre, quelles sont les précautions à prendre en ce qui concerne les pneumatiques et l'éclairage avant ?","Augmenter la pression des pneumatiques et régler la hauteur des feux avants","Chargement : Augmentez la pression des pneus et réglez les feux plus bas car l'arrière du véhicule s'affaisse."
"60","Premiers secours","L’utilisation d’un Défibrillateur Automatisé (DAE) sur une victime qui n’est pas en arrêt cardiaque présente-t-elle un risque ?","Non car le défibrillateur se déclenche uniquement quand la victime est en arrêt cardiaque","Arrêt Cardiaque : Chaque minute compte. Massez le thorax et utilisez un DAE si disponible."
"61","Vérification intérieure","Indiquez où se situe les attaches de type Isofix dans le véhicule","Pour info : les attaches de type Isofix sont obligatoires sur les véhicules neufs depuis 2011","Isofix : Système de fixation rigide pour sièges auto, plus sûr et plus simple que la ceinture de sécurité."
"61","Sécurité routière","Peut-on fixer tous les sièges enfant sur des attaches de type Isofix ?","Non (uniquement ceux compatibles avec ce type d’attache)","Enfants : Jusqu'à 10 ans, l'installation à l'arrière est obligatoire (sauf exceptions). La sécurité enfant bloque l'ouverture intérieure."
"61","Premiers secours","Comment vérifier la respiration d’une victime ?","Regarder si le ventre et la poitrine se soulèvent et sentir de l’air à l’expiration","Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
"62","Vérification extérieure","Ouvrez et refermez le coffre, puis vérifiez sa bonne fermeture","","Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres."
"62","Sécurité routière","Quels sont les risques de circuler avec des objets sur la plage arrière ?","Une mauvaise visibilité vers l'arrière et un risque de projection en cas de freinage brusque ou de choc","Objets : Sur la plage arrière, ils deviennent des projectiles mortels en cas de choc ou de freinage d'urgence."
"62","Premiers secours","Qu’est ce qu’une hémorragie ?","C’est une perte de sang prolongée qui ne s’arrête pas. Elle imbibe de sang un mouchoir en quelques secondes","Hémorragie : Appuyez fort sur la plaie avec un tissu propre. Le but est d'arrêter la fuite de sang."
"63","Vérification intérieure","Montrez sur le tableau de bord le voyant indiquant une baisse de pression d’air d’un pneumatique","Pour info: obligatoire sur tous les véhicules neufs mis en circulation à compter du 01/11/2014","Pneumatiques : Vérifiez l'état (flancs, hernies) et l'usure (témoins). Sous-gonflage = éclatement et surconsommation."
"63","Sécurité routière","A quelle fréquence est-il préconisé de vérifier la pression d’air des pneumatiques ?","Tous les mois","Pneus : À vérifier une fois par mois à froid. Un pneu sous-gonflé chauffe et peut exploser."
"63","Premiers secours","Qu’est ce qu’un arrêt cardiaque ?","Le cœur ne fonctionne plus ou fonctionne d’une façon anarchique","Arrêt Cardiaque : Chaque minute compte. Massez le thorax et utilisez un DAE si disponible."
"64","Vérification extérieure","Procédez à l’ouverture du capot puis à sa fermeture en vous assurant de son verrouillage","","Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres."
"64","Sécurité routière","Pour un capot s’ouvrant depuis l’avant du véhicule, quelle est l’utilité du dispositif de sécurité ?","Empêcher l’ouverture du capot en circulation en cas de mauvais verrouillage","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"64","Premiers secours","Quels sont les risques pour une personne victime d’une hémorragie ?","Entraîner pour la victime une détresse circulatoire ou un arrêt cardiaque","Hémorragie : Appuyez fort sur la plaie avec un tissu propre. Le but est d'arrêter la fuite de sang."
"65","Vérification intérieure","Montrez la commande de réglage de hauteur des feux","Dispositif situé en général à gauche du volant","Éclairage : Vérifiez régulièrement la propreté et le fonctionnement. Un feu grillé = mauvaise perception par les autres."
"65","Sécurité routière","Pourquoi doit-on régler la hauteur des feux ?","Pour ne pas éblouir les autres usagers","Visibilité : Ne pas régler ses feux éblouit les autres usagers et peut provoquer un accident frontal."
"65","Premiers secours","Comment et pourquoi protéger une zone de danger en cas d’accident de la route ?","En délimitant clairement et largement la zone de danger de façon visible pour protéger les victimes et éviter un sur-accident","PAS : Protéger est la 1ère étape. Balisez la zone (gilet, triangle) pour éviter un sur-accident."
"66","Vérification extérieure","Montrez où se situent les gicleurs de lave-glace avant","","Visibilité : En hiver, utilisez un liquide antigel. Sans visibilité, vous êtes un danger pour vous et les autres."
"66","Sécurité routière","Quelle est la principale conséquence d’un dispositif de lave-glace défaillant ?","Une mauvaise visibilité due à l’impossibilité de nettoyer le pare-brise","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"66","Premiers secours","Qu’est ce qu’un défibrillateur automatisé externe (DAE) ?","C’est un appareil qui peut permettre de rétablir une activité cardiaque normale à une victime en arrêt cardiaque","Arrêt Cardiaque : Chaque minute compte. Massez le thorax et utilisez un DAE si disponible."
"67","Vérification intérieure","Mettez le rétroviseur intérieur en position ""nuit"". Si le rétroviseur de l'accompagnateur gène la manipulation du dispositif, l'explication suffit","Si le véhicule possède un système automatique de mise en position ""nuit"" du rétroviseur intérieur, le candidat l'indique","Rétroviseurs : La position nuit évite l'éblouissement. Le réglage doit être fait avant de prendre la route."
"67","Sécurité routière","Quel est l’intérêt de la position nuit ?","Ne pas être ébloui par les feux du véhicule suiveur","Conduite de nuit : L'éblouissement fatigue les yeux. Utilisez la position nuit du rétro et baissez vos feux si besoin."
"67","Premiers secours","Comment est composé le signal d’alerte du Système d’Alerte et d’Information des Populations (SAIP) diffusé par les sirènes ?","Il se compose de deux codes distincts : - le Signal National d’Alerte (SNA), variation du signal sur trois cycles successifs. - Le signal de fin d’alerte, signal continu","Alerte : Le SAIP avertit d'un danger grave (sirène montante/descendante). Mettez-vous à l'abri et écoutez la radio."
"68","Vérification extérieure","Contrôlez l'état du flanc sur l'un des pneumatiques","En bon état (toute anomalie doit être signalée)","Pneumatiques : Vérifiez l'état (flancs, hernies) et l'usure (témoins). Sous-gonflage = éclatement et surconsommation."
"68","Sécurité routière","Citez un endroit où l'on peut trouver les pressions préconisées pour les pneumatiques ?","Elles sont indiquées : - soit sur une plaque sur une portière. - soit dans la notice d'utilisation du véhicule. - soit au niveau de la trappe à carburant","Pneus : À vérifier une fois par mois à froid. Un pneu sous-gonflé chauffe et peut exploser."
"68","Premiers secours","Sur autoroute, comment indiquer avec précision les lieux de l’accident depuis un téléphone portable ?","En indiquant le numéro de l’autoroute, le sens de circulation et le point kilométrique","Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
"69","Vérification intérieure","Faites fonctionner les essuie-glaces avants du véhicule sur la position la plus rapide","","Essuie-glaces : Remplacez-les dès qu'ils laissent des traces. Le balayage doit être silencieux et efficace."
"69","Sécurité routière","Comment détecte-t-on leur usure en circulation ?","En cas de pluie, lorsqu'ils laissent des traces sur le pare brise","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"69","Premiers secours","Comment vérifier la respiration d’une victime ?","Regarder si le ventre et la poitrine se soulèvent et sentir de l’air à l’expiration","Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
"70","Vérification extérieure","Montrez où s'effectue le contrôle du niveau du liquide de frein","Le candidat montre que le niveau est entre le mini et le maxi. Si le candidat a des difficultés pour ouvrir le capot, l'accompagnateur peut lui indiquer comment procéder","Freins : Un niveau bas peut indiquer une fuite ou une usure importante des plaquettes. Danger de perte de freinage."
"70","Sécurité routière","Quelle est la conséquence d'un niveau insuffisant du liquide de frein ?","Une perte d'efficacité du freinage","Freinage : Un frein à main mal desserré fait chauffer le système et réduit l'efficacité du freinage de secours."
"70","Premiers secours","En cas de panne ou d’accident, quel équipement de sécurité doit être porté avant de quitter le véhicule ?","Il faut porter le gilet de haute visibilité avant de sortir du véhicule. Le terme "" gilet jaune"" peut être utilisé par le candidat","Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
"71","Vérification intérieure","Vérifiez la présence du gilet de haute visibilité","Le candidat doit montrer où il se trouve sans obligation de le sortir. Le terme "" gilet jaune"" peut être utilisé si le candidat ne comprend pas","Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres."
"71","Sécurité routière","En cas de panne ou d'accident, quel autre accessoire de sécurité est obligatoire ?","Le triangle de pré-signalisation","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"71","Premiers secours","Si un dégagement d'urgence de la victime est nécessaire, où doit- elle être déplacée ?","Dans un endroit suffisamment éloigné du danger et de ses conséquences","Dégagement : Uniquement si danger réel, immédiat et non contrôlable (incendie, explosion). Sinon, ne touchez pas la victime."
"72","Vérification extérieure","Montrez où s'effectue le remplissage du liquide de refroidissement","Le candidat ouvre le capot et montre le bocal. Si le candidat a des difficultés pour ouvrir le capot, l'accompagnateur peut lui indiquer comment procéder","Refroidissement : Ne JAMAIS ouvrir le bouchon moteur chaud (risque de projections brûlantes sous pression)."
"72","Sécurité routière","Quel est le danger si l'on complète le niveau du liquide lorsque le moteur est chaud ?","Un risque de brûlure","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"72","Premiers secours","Comment arrêter une hémorragie ?","En appuyant fortement sur l’endroit qui saigne avec les doigts ou avec la paume de la main en mettant un tissu propre sur la plaie","Hémorragie : Appuyez fort sur la plaie avec un tissu propre. Le but est d'arrêter la fuite de sang."
"73","Vérification intérieure","Actionnez le dégivrage de la lunette arrière et montrez le voyant ou le repère correspondant","","Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres."
"73","Sécurité routière","Quelle peut être la conséquence d'une panne de dégivrage de la lunette arrière ?","L’insuffisance ou l’absence de visibilité vers l'arrière","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"73","Premiers secours","Hors autoroute ou endroit dangereux, en cas de panne ou d’accident, où doit être placé le triangle de pré-signalisation ?","Le triangle de pré-signalisation doit être placé à une distance d’environ 30 m de la panne ou de l’accident, ou avant un virage, ou un sommet de côte","Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
"74","Vérification extérieure","Contrôlez l'état, la propreté et le fonctionnement de tous les clignotants côté trottoir","Vérification des clignotants, propres, en bon état et fonctionnent (toute anomalie doit être signalée)","Communication : Le clignotement rapide indique une ampoule grillée sur le circuit."
"74","Sécurité routière","Quelle est la signification d'un clignotement plus rapide ?","Non fonctionnement de l'une des ampoules","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"74","Premiers secours","Quelles sont les précautions à prendre pour réaliser le dégagement d’urgence d’une victime en présence d’un danger réel, immédiat et non contrôlable ?","La victime doit être visible, facile à atteindre et rien ne doit gêner son dégagement. Il faut être sûr(e) de pouvoir réaliser le dégagement de la victime","Dégagement : Uniquement si danger réel, immédiat et non contrôlable (incendie, explosion). Sinon, ne touchez pas la victime."
"75","Vérification intérieure","Montrez le voyant d'alerte signalant une pression insuffisante d'huile dans le moteur","","Niveau d'huile : Toujours moteur froid et sur plat. Trop d'huile peut casser le moteur, pas assez provoque un serrage."
"75","Sécurité routière","Quelles sont les conditions à respecter pour compléter le niveau d'huile ?","Moteur froid et sur un terrain plat","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"75","Premiers secours","Quelles sont les trois informations à transmettre aux services de secours ?","Le numéro de téléphone à partir duquel l’appel est émis, la nature et la localisation la plus précise du problème","Urgences : 15 (SAMU), 18 (Pompiers), 112 (Europe). Soyez précis sur le lieu et l'état des victimes."
"76","Vérification extérieure","Contrôlez l'état, la propreté et le fonctionnement des feux de détresse à l'avant et à l'arrière","Vérification des feux, propres, en bon état et fonctionnent (toute anomalie doit être signalée)","Éclairage : Vérifiez régulièrement la propreté et le fonctionnement. Un feu grillé = mauvaise perception par les autres."
"76","Sécurité routière","Dans quels cas doit-on les utiliser ?","En cas de panne, d’accident ou de ralentissement important","Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement."
"76","Premiers secours","Dans quel cas peut-on positionner une victime en Position Latérale de Sécurité (PLS) ?","Si la victime ne répond pas, ne réagit pas et respire","Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
"77","Vérification intérieure","Vérifiez la présence de l’éthylotest","","Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres."
